UniProt_ID,PDB_ID,chain_id,chain_length,score,coverageChain,coverageUniProt,identity,pass_filter
O43614,7L1U,H,233,39,1,0.524774775,0.161904762,FALSE
O43614,7L1U,R,281,1437.5,1,0.632882883,0.996441281,FALSE
O43614,7L1U,L,10,15,1,0.022522523,0.2,FALSE
O43614,7L1V,A,228,38.5,1,0.513513514,0.086294416,FALSE
O43614,7L1V,B,339,38.5,1,0.763513514,0.087837838,FALSE
O43614,7L1V,C,58,29,1,0.130630631,0.15,FALSE
O43614,7L1V,H,233,39,1,0.524774775,0.161904762,FALSE
O43614,7L1V,R,285,1460.5,1,0.641891892,0.992982456,FALSE
O43614,7L1V,S,111,37.5,1,0.25,0.081081081,FALSE
O43614,7SQO,R,275,1363,1,0.619369369,0.978181818,FALSE
O43614,7SQO,A,217,36.5,1,0.488738739,0.12745098,FALSE
O43614,7SQO,B,338,38.5,1,0.761261261,0.087837838,FALSE
O43614,7SQO,G,54,29,1,0.121621622,0.15,FALSE
O43614,7SQO,E,232,43.5,1,0.522522523,0.144278607,FALSE
O43614,7SR8,A,226,38.5,1,0.509009009,0.086294416,FALSE
O43614,7SR8,B,339,38.5,1,0.763513514,0.087837838,FALSE
O43614,7SR8,G,59,29,1,0.132882883,0.146341463,FALSE
O43614,7SR8,E,234,40,1,0.527027027,0.161137441,FALSE
O43614,7SR8,R,288,1448,1,0.648648649,0.979166667,FALSE
O43614,7XRR,A,310,1580.5,1,0.698198198,0.987096774,FALSE
P18089,6K41,A,213,28.5,1,0.473333333,0.211267606,FALSE
P18089,6K41,B,333,39,1,0.74,0.182539683,FALSE
P18089,6K41,G,55,28.5,1,0.122222222,0.2,FALSE
P18089,6K41,R,244,1104,1,0.542222222,0.995901639,FALSE
P18089,6K41,H,233,35,1,0.517777778,0.134920635,FALSE
P18089,6K42,A,218,34,1,0.484444444,0.059633028,FALSE
P18089,6K42,B,340,39,1,0.755555556,0.182539683,FALSE
P18089,6K42,G,55,28.5,1,0.122222222,0.2,FALSE
P18089,6K42,R,271,1299,1,0.602222222,0.996309963,FALSE
P18089,6K42,H,233,35,1,0.517777778,0.134920635,FALSE
Q9GZN0,7EJX,R,235,1096,1,0.611979167,0.974468085,FALSE
Q9GZN0,7EJX,A,216,32,1,0.5625,0.132352941,FALSE
Q9GZN0,7EJX,B,337,46.5,1,0.877604167,0.09787234,FALSE
Q9GZN0,7EJX,G,56,31.5,1,0.145833333,0.2,FALSE
Q9GZN0,7EJX,S,233,36.5,1,0.606770833,0.22826087,FALSE
Q9GZN0,7WZ4,R,233,1112,1,0.606770833,1,FALSE
Q9GZN0,7WZ4,A,216,32,1,0.5625,0.132352941,FALSE
Q9GZN0,7WZ4,B,337,46.5,1,0.877604167,0.09787234,FALSE
Q9GZN0,7WZ4,G,56,31.5,1,0.145833333,0.2,FALSE
Q9GZN0,7WZ4,S,233,36.5,1,0.606770833,0.22826087,FALSE
Q9HC97,8H8J,A,225,27,1,0.72815534,0.069651741,FALSE
Q9HC97,8H8J,B,339,35,1,1.097087379,0.112,FALSE
Q9HC97,8H8J,C,288,1481,1,0.932038835,0.982638889,TRUE
Q9HC97,8H8J,G,59,29.5,1,0.190938511,0.152542373,FALSE
Q9HC97,8H8J,H,233,37.5,1,0.754045307,0.146153846,FALSE
P48039,6ME2,A,505,1344.5,1,1.442857143,0.899371069,TRUE
P48039,6ME3,A,489,1327.5,1,1.397142857,0.937086093,TRUE
P48039,6ME4,A,491,1339.5,1,1.402857143,0.9375,TRUE
P48039,6ME5,A,487,1339.5,1,1.391428571,0.95,TRUE
P48039,7DB6,A,219,47,1,0.625714286,0.171122995,FALSE
P48039,7DB6,B,336,38.5,1,0.96,0.120634921,FALSE
P48039,7DB6,C,53,27.5,1,0.151428571,0.176470588,FALSE
P48039,7DB6,E,232,32.5,1,0.662857143,0.119047619,FALSE
P48039,7DB6,D,277,1420,1,0.791428571,0.996389892,TRUE
P48039,7VGY,A,283,1438.5,1,0.808571429,0.992932862,TRUE
P48039,7VGY,B,218,47,1,0.622857143,0.171122995,FALSE
P48039,7VGY,C,338,38.5,1,0.965714286,0.119873817,FALSE
P48039,7VGY,D,53,27.5,1,0.151428571,0.176470588,FALSE
P48039,7VGY,E,231,36,1,0.66,0.168316832,FALSE
P48039,7VGZ,B,287,1463.5,1,0.82,0.993031359,TRUE
P48039,7VGZ,C,218,47,1,0.622857143,0.171122995,FALSE
P48039,7VGZ,D,338,38.5,1,0.965714286,0.119873817,FALSE
P48039,7VGZ,E,53,27.5,1,0.151428571,0.176470588,FALSE
P48039,7VGZ,F,231,36,1,0.66,0.168316832,FALSE
Q13304,7Y89,C,206,28,1,0.561307902,0.058252427,FALSE
Q13304,7Y89,B,331,43.5,1,0.901907357,0.112903226,FALSE
Q13304,7Y89,G,53,21,1,0.144414169,0.132075472,FALSE
Q13304,7Y89,S,233,34,1,0.634877384,0.20212766,FALSE
Q13304,7Y89,A,287,1485,1,0.782016349,1,TRUE
P25106,6K3F,A,428,29,1,1.182320442,0.07518797,FALSE
P25106,6K3F,U,21,64,1,0.05801105,0.619047619,FALSE
P25106,6K3F,B,412,29,1,1.138121547,0.07518797,FALSE
P25106,6K3F,V,18,58,1,0.049723757,0.666666667,FALSE
P25106,6K3F,C,431,29.5,1,1.190607735,0.083333333,FALSE
P25106,6K3F,W,13,42,1,0.035911602,0.692307692,FALSE
P25106,6K3F,D,423,29,1,1.168508287,0.07518797,FALSE
P25106,6K3F,X,14,58,1,0.038674033,0.857142857,FALSE
P25106,6K3F,E,421,29,1,1.162983425,0.07518797,FALSE
P25106,6K3F,Y,16,58,1,0.044198895,0.75,FALSE
P25106,6K3F,F,423,29,1,1.168508287,0.090225564,FALSE
P25106,6K3F,Z,9,42,1,0.024861878,1,FALSE
P25106,7SK3,A,312,1606,1,0.861878453,0.974358974,TRUE
P25106,7SK3,B,68,34.5,1,0.187845304,0.220338983,FALSE
P25106,7SK3,C,105,32.5,1,0.290055249,0.226190476,FALSE
P25106,7SK3,D,123,30,1,0.339779006,0.116666667,FALSE
P25106,7SK3,E,106,32.5,1,0.29281768,0.106796117,FALSE
P25106,7SK3,F,125,26,1,0.345303867,0.144,FALSE
P25106,7SK4,A,307,1607,1,0.848066298,0.993485342,TRUE
P25106,7SK4,B,69,34.5,1,0.190607735,0.216666667,FALSE
P25106,7SK4,C,106,32.5,1,0.29281768,0.223529412,FALSE
P25106,7SK4,D,125,30,1,0.345303867,0.114754098,FALSE
P25106,7SK4,E,101,40.5,1,0.279005525,0.142857143,FALSE
P25106,7SK4,F,125,26,1,0.345303867,0.144,FALSE
P25106,7SK5,A,306,1574.5,1,0.845303867,0.980392157,TRUE
P25106,7SK5,F,221,33,1,0.610497238,0.169354839,FALSE
P25106,7SK5,B,63,34.5,1,0.174033149,0.240740741,FALSE
P25106,7SK5,E,211,46,1,0.582872928,0.145,FALSE
P25106,7SK5,K,103,27.5,1,0.284530387,0.178947368,FALSE
P25106,7SK6,A,300,1572,1,0.828729282,1,TRUE
P25106,7SK6,B,59,36.5,1,0.162983425,0.378378378,FALSE
P25106,7SK6,E,101,40.5,1,0.279005525,0.142857143,FALSE
P25106,7SK6,F,125,26,1,0.345303867,0.144,FALSE
P25106,7SK7,A,269,1374,1,0.743093923,0.992565056,TRUE
P25106,7SK7,B,62,34.5,1,0.171270718,0.226415094,FALSE
P25106,7SK7,C,211,49,1,0.582872928,0.15,FALSE
P25106,7SK7,D,211,37,1,0.582872928,0.159663866,FALSE
P25106,7SK7,K,103,27.5,1,0.284530387,0.178947368,FALSE
P25106,7SK8,A,314,1616,1,0.867403315,0.974522293,TRUE
P25106,7SK8,B,62,34.5,1,0.171270718,0.226415094,FALSE
P25106,7SK8,C,108,32.5,1,0.298342541,0.218390805,FALSE
P25106,7SK8,D,127,30,1,0.350828729,0.112903226,FALSE
P25106,7SK8,E,107,32.5,1,0.29558011,0.106796117,FALSE
P25106,7SK8,F,125,26,1,0.345303867,0.144,FALSE
P25106,7SK9,A,285,1472.5,1,0.787292818,0.989473684,TRUE
P25106,7SK9,F,222,33,1,0.613259669,0.146341463,FALSE
P25106,7SK9,E,212,46,1,0.585635359,0.144278607,FALSE
Q8TDU9,7YJ4,A,20,17,1,0.053475936,0.15,FALSE
Q8TDU9,7YJ4,B,20,26,1,0.053475936,0.3,FALSE
Q8TDU9,7YJ4,G,55,22.5,1,0.147058824,0.113207547,FALSE
Q8TDU9,7YJ4,I,207,36,1,0.553475936,0.075268817,FALSE
Q8TDU9,7YJ4,R,284,1460,1,0.759358289,1,TRUE
Q8TDU9,7YJ4,S,230,52.5,1,0.614973262,0.153846154,FALSE
Q8TDU9,7YJ4,T,338,31,1,0.903743316,0.091715976,FALSE
Q8TDU9,7YK6,G,55,22.5,1,0.147058824,0.113207547,FALSE
Q8TDU9,7YK6,I,211,36,1,0.564171123,0.070707071,FALSE
Q8TDU9,7YK6,R,285,1460,1,0.762032086,0.996491228,TRUE
Q8TDU9,7YK6,S,230,52.5,1,0.614973262,0.153846154,FALSE
Q8TDU9,7YK6,T,338,31,1,0.903743316,0.091715976,FALSE
Q8TDU9,7YK7,G,55,22.5,1,0.147058824,0.113207547,FALSE
Q8TDU9,7YK7,I,218,36,1,0.582887701,0.069306931,FALSE
Q8TDU9,7YK7,R,282,1444,1,0.754010695,0.996453901,TRUE
Q8TDU9,7YK7,S,230,52.5,1,0.614973262,0.153846154,FALSE
Q8TDU9,7YK7,T,338,31,1,0.903743316,0.091715976,FALSE
Q99788,7YKD,L,9,15,1,0.024128686,0.222222222,FALSE
Q99788,7YKD,A,287,1459,1,0.769436997,0.982578397,TRUE
Q99788,7YKD,C,216,32,1,0.579088472,0.105263158,FALSE
Q99788,7YKD,B,337,39.5,1,0.903485255,0.153846154,FALSE
Q99788,7YKD,G,56,23,1,0.150134048,0.107142857,FALSE
Q99788,7YKD,S,233,32.5,1,0.624664879,0.132352941,FALSE
Q99788,8SG1,R,282,1446,1,0.756032172,0.989361702,TRUE
Q99788,8SG1,B,336,39.5,1,0.90080429,0.154506438,FALSE
Q99788,8SG1,G,54,22,1,0.144772118,0.092592593,FALSE
Q99788,8SG1,A,217,32,1,0.581769437,0.135294118,FALSE
Q99788,8SG1,L,9,15,1,0.024128686,0.222222222,FALSE
Q99788,8SG1,E,232,32.5,1,0.621983914,0.133004926,FALSE
P25929,5ZBQ,A,464,1599.5,1,1.208333333,0.914529915,TRUE
P25929,7VGX,R,280,1441.5,1,0.729166667,1,TRUE
P25929,7VGX,L,22,20,1,0.057291667,0.181818182,FALSE
P25929,7VGX,A,224,36,1,0.583333333,0.139013453,FALSE
P25929,7VGX,B,338,28,1,0.880208333,0.076219512,FALSE
P25929,7VGX,G,54,23,1,0.140625,0.074074074,FALSE
P25929,7VGX,S,231,32,1,0.6015625,0.094339623,FALSE
P25929,7X9A,R,309,1631,1,0.8046875,1,TRUE
P25929,7X9A,A,215,40,1,0.559895833,0.215384615,FALSE
P25929,7X9A,B,336,28,1,0.875,0.076687117,FALSE
P25929,7X9A,C,54,23,1,0.140625,0.074074074,FALSE
P25929,7X9A,P,36,21,1,0.09375,0.111111111,FALSE
Q9BZJ8,8KGK,A,256,1246,1,0.567627494,1,FALSE
Q9BZJ8,8KGK,B,229,35,1,0.507760532,0.07860262,FALSE
Q9BZJ8,8KGK,C,339,37,1,0.751662971,0.10915493,FALSE
Q9BZJ8,8KGK,D,56,22.5,1,0.124168514,0.232142857,FALSE
Q9BZJ8,8KGK,E,126,33,1,0.279379157,0.111111111,FALSE
Q9BZJ8,8TB0,F,233,41.5,1,0.516629712,0.294964029,FALSE
Q9BZJ8,8TB0,R,474,1233.5,1,1.050997783,0.790560472,TRUE
Q9BZJ8,8TB0,B,333,37,1,0.738359202,0.111510791,FALSE
Q9BZJ8,8TB0,G,50,22.5,1,0.110864745,0.24,FALSE
Q9BZJ8,8TB7,R,330,987,1,0.731707317,0.877470356,TRUE
Q9BZJ8,8TB7,H,222,33,1,0.492239468,0.085585586,FALSE
Q9BZJ8,8TB7,N,117,33,1,0.259423503,0.136752137,FALSE
Q9BZJ8,8TB7,L,212,39.5,1,0.470066519,0.133971292,FALSE
P25090,6LW5,A,430,1659,1,1.225071225,0.981538462,TRUE
P25090,6LW5,B,6,14,1,0.017094017,0.333333333,FALSE
P25090,6OMM,R,305,1547,1,0.868945869,0.973770492,TRUE
P25090,6OMM,L,6,14,1,0.017094017,0.333333333,FALSE
P25090,6OMM,A,217,28,1,0.618233618,0.132947977,FALSE
P25090,6OMM,B,336,30.5,1,0.957264957,0.097178683,FALSE
P25090,6OMM,C,54,19,1,0.153846154,0.148148148,FALSE
P25090,6OMM,E,232,39.5,1,0.660968661,0.130630631,FALSE
P25090,7T6S,A,217,28,1,0.618233618,0.132947977,FALSE
P25090,7T6S,B,336,30.5,1,0.957264957,0.097178683,FALSE
P25090,7T6S,C,54,19,1,0.153846154,0.148148148,FALSE
P25090,7T6S,E,231,46.5,1,0.658119658,0.130630631,FALSE
P25090,7T6S,R,299,1551,1,0.851851852,0.996655518,TRUE
P25090,7T6U,A,219,35.5,1,0.623931624,0.131428571,FALSE
P25090,7T6U,B,337,30.5,1,0.96011396,0.096875,FALSE
P25090,7T6U,C,57,19,1,0.162393162,0.140350877,FALSE
P25090,7T6U,E,232,39.5,1,0.660968661,0.130630631,FALSE
P25090,7T6U,L,8,21,1,0.022792023,0.375,FALSE
P25090,7T6U,R,301,1555,1,0.857549858,0.993355482,TRUE
P25090,7T6V,R,299,1551,1,0.851851852,0.996655518,TRUE
P25090,7T6V,A,217,28,1,0.618233618,0.132947977,FALSE
P25090,7T6V,B,336,30.5,1,0.957264957,0.097178683,FALSE
P25090,7T6V,C,54,19,1,0.153846154,0.148148148,FALSE
P25090,7T6V,E,232,39.5,1,0.660968661,0.130630631,FALSE
P25090,7T6V,L,5,15,1,0.014245014,0.4,FALSE
P25090,7WVV,L,5,15,1,0.014245014,0.4,FALSE
P25090,7WVV,R,298,1545,1,0.849002849,0.996644295,TRUE
P25090,7WVV,A,223,34,1,0.635327635,0.111731844,FALSE
P25090,7WVV,B,334,30.5,1,0.951566952,0.097791798,FALSE
P25090,7WVV,C,51,19,1,0.145299145,0.156862745,FALSE
P25090,7WVW,L,7,13,1,0.01994302,0.428571429,FALSE
P25090,7WVW,R,299,1549,1,0.851851852,0.996655518,TRUE
P25090,7WVW,A,223,34,1,0.635327635,0.111731844,FALSE
P25090,7WVW,B,338,30.5,1,0.962962963,0.099688474,FALSE
P25090,7WVW,C,57,19,1,0.162393162,0.140350877,FALSE
P25090,7WVX,L,15,17,1,0.042735043,0.2,FALSE
P25090,7WVX,R,299,1549,1,0.851851852,0.996655518,TRUE
P25090,7WVX,A,215,36,1,0.612535613,0.128654971,FALSE
P25090,7WVX,B,338,30.5,1,0.962962963,0.099688474,FALSE
P25090,7WVX,C,53,19,1,0.150997151,0.150943396,FALSE
P25090,7WVY,L,16,15,1,0.045584046,0.25,FALSE
P25090,7WVY,R,298,1545,1,0.849002849,0.996644295,TRUE
P25090,7WVY,A,223,34,1,0.635327635,0.111731844,FALSE
P25090,7WVY,B,334,30.5,1,0.951566952,0.097791798,FALSE
P25090,7WVY,C,51,19,1,0.145299145,0.156862745,FALSE
Q9Y2T5,6LI0,A,499,1465,1,1.382271468,0.865102639,TRUE
Q9Y2T5,6LI1,A,453,1475,1,1.254847645,0.893939394,TRUE
Q9Y2T5,6LI2,A,378,1470,1,1.047091413,0.867069486,TRUE
Q9Y2T5,6LI3,R,284,1483,1,0.786703601,0.992957746,TRUE
Q9Y2T5,6LI3,A,240,32,1,0.664819945,0.083333333,FALSE
Q9Y2T5,6LI3,B,338,47,1,0.936288089,0.213559322,FALSE
Q9Y2T5,6LI3,G,57,26,1,0.157894737,0.140350877,FALSE
Q9Y2T5,6LI3,N,126,26,1,0.349030471,0.135416667,FALSE
Q9Y2T5,8HMP,B,338,47,1,0.936288089,0.213559322,FALSE
Q9Y2T5,8HMP,G,57,26,1,0.157894737,0.140350877,FALSE
Q9Y2T5,8HMP,N,126,26,1,0.349030471,0.135416667,FALSE
Q9Y2T5,8HMP,R,286,1499.5,1,0.792243767,0.98951049,TRUE
Q9Y2T5,8HMP,A,239,32,1,0.662049861,0.079497908,FALSE
P24530,5GLH,A,456,1375,1,1.031674208,0.943894389,TRUE
P24530,5GLH,B,21,27,1,0.047511312,0.333333333,FALSE
P24530,5GLI,A,461,1535,1,1.042986425,0.871794872,TRUE
P24530,5X93,A,554,1546,1,1.253393665,0.857541899,TRUE
P24530,5XPR,A,416,1511,1,0.941176471,0.946540881,TRUE
P24530,6IGK,A,650,1510.5,1,1.470588235,0.854341737,TRUE
P24530,6IGK,B,30,27,1,0.067873303,0.1,FALSE
P24530,6IGL,A,536,1497.5,1,1.212669683,0.851123596,TRUE
P24530,6IGL,B,15,18,1,0.033936652,0.5,FALSE
P24530,6LRY,A,468,1483.5,1,1.058823529,0.958730159,TRUE
P24530,6LRY,B,21,29,1,0.047511312,0.333333333,FALSE
P24530,8HBD,A,215,36,1,0.486425339,0.256756757,FALSE
P24530,8HBD,B,339,30,1,0.766968326,0.140243902,FALSE
P24530,8HBD,G,56,22,1,0.126696833,0.212121212,FALSE
P24530,8HBD,H,233,26.5,1,0.527149321,0.109170306,FALSE
P24530,8HBD,L,14,18,1,0.031674208,0.545454545,FALSE
P24530,8HBD,R,301,1553.5,1,0.680995475,1,FALSE
P24530,8HCX,A,219,30,1,0.495475113,0.18,FALSE
P24530,8HCX,B,338,30,1,0.764705882,0.141104294,FALSE
P24530,8HCX,C,292,1501,1,0.660633484,1,FALSE
P24530,8HCX,D,21,27,1,0.047511312,0.333333333,FALSE
P24530,8HCX,E,232,28,1,0.524886878,0.087719298,FALSE
P24530,8HCX,G,57,22,1,0.128959276,0.2,FALSE
P24530,8IY5,A,219,36,1,0.495475113,0.226027397,FALSE
P24530,8IY5,B,336,30,1,0.760180995,0.136645963,FALSE
P24530,8IY5,C,53,20,1,0.119909502,0.056603774,FALSE
P24530,8IY5,E,232,26,1,0.524886878,0.081896552,FALSE
P24530,8IY5,R,316,1665,1,0.714932127,1,TRUE
P24530,8IY5,L,21,27,1,0.047511312,0.333333333,FALSE
P24530,8IY6,R,293,1511.5,1,0.662895928,1,FALSE
P24530,8IY6,L,21,27,1,0.047511312,0.333333333,FALSE
P24530,8XGR,G,258,44,1,0.583710407,0.138211382,FALSE
P24530,8XGR,B,337,30,1,0.762443439,0.141975309,FALSE
P24530,8XGR,N,128,26,1,0.28959276,0.152,FALSE
P24530,8XGR,R,305,1593,1,0.690045249,1,FALSE
P24530,8XGR,L,21,27,1,0.047511312,0.333333333,FALSE
Q9H244,4NTJ,A,386,1293.5,1,1.128654971,0.937931034,TRUE
Q9H244,4PXZ,A,447,1407.5,1,1.307017544,0.882352941,TRUE
Q9H244,4PY0,A,393,1379.5,1,1.149122807,0.982578397,TRUE
Q9H244,7PP1,AAA,366,1260.5,1,1.070175439,0.985185185,TRUE
Q9H244,7XXI,A,295,1522,1,0.862573099,0.996610169,TRUE
Q9H244,7XXI,B,218,42,1,0.637426901,0.147959184,FALSE
Q9H244,7XXI,C,338,47,1,0.988304094,0.141104294,FALSE
Q9H244,7XXI,G,57,26,1,0.166666667,0.157894737,FALSE
P41968,8IOC,A,235,31.5,1,0.72755418,0.081545064,FALSE
P41968,8IOC,B,341,36,1,1.055727554,0.172932331,FALSE
P41968,8IOC,R,273,1394,1,0.845201238,0.996336996,TRUE
P41968,8IOC,G,55,22.5,1,0.170278638,0.2,FALSE
P41968,8IOC,L,11,16,1,0.034055728,0.272727273,FALSE
P41968,8IOC,N,127,25,1,0.393188854,0.11023622,FALSE
P35462,3PBL,A,433,1381.5,1,1.0825,0.823529412,TRUE
P35462,3PBL,B,424,1313.5,1,1.06,0.818965517,TRUE
P35462,3PBL,C,2,0,0,0,0,FALSE
P35462,3PBL,D,2,0,0,0,0,FALSE
P35462,7CMU,A,225,34.5,1,0.5625,0.174358974,FALSE
P35462,7CMU,B,337,34,1,0.8425,0.149253731,FALSE
P35462,7CMU,C,58,30,1,0.145,0.120689655,FALSE
P35462,7CMU,E,231,35.5,1,0.5775,0.171052632,FALSE
P35462,7CMU,R,273,1362,1,0.6825,1,FALSE
P35462,7CMV,A,225,34.5,1,0.5625,0.174358974,FALSE
P35462,7CMV,B,337,34,1,0.8425,0.149253731,FALSE
P35462,7CMV,C,58,30,1,0.145,0.120689655,FALSE
P35462,7CMV,E,231,35.5,1,0.5775,0.171052632,FALSE
P35462,7CMV,R,273,1362,1,0.6825,1,FALSE
P35462,8IRT,A,222,31,1,0.555,0.078341014,FALSE
P35462,8IRT,B,338,34,1,0.845,0.149253731,FALSE
P35462,8IRT,E,232,36,1,0.58,0.119469027,FALSE
P35462,8IRT,G,57,30,1,0.1425,0.122807018,FALSE
P35462,8IRT,R,276,1369,1,0.69,1,FALSE
P0DMS8,8X16,R,282,1426,1,0.886792453,0.996453901,TRUE
P0DMS8,8X16,A,217,36,1,0.682389937,0.217391304,FALSE
P0DMS8,8X16,B,339,30.5,1,1.066037736,0.073529412,FALSE
P0DMS8,8X16,C,56,21,1,0.176100629,0.089285714,FALSE
P0DMS8,8X16,H,233,34.5,1,0.732704403,0.14973262,FALSE
P0DMS8,8X17,B,339,30.5,1,1.066037736,0.073529412,FALSE
P0DMS8,8X17,R,283,1426.5,1,0.889937107,0.996466431,TRUE
P0DMS8,8X17,C,56,21,1,0.176100629,0.089285714,FALSE
P0DMS8,8X17,H,233,34.5,1,0.732704403,0.14973262,FALSE
P0DMS8,8X17,A,217,36,1,0.682389937,0.217391304,FALSE
P35367,3RZE,A,436,1396,1,0.895277207,0.763224181,TRUE
P35367,7DFL,R,276,1366,1,0.566735113,0.996376812,FALSE
P35367,7DFL,B,339,44.5,1,0.696098563,0.147169811,FALSE
P35367,7DFL,G,58,25.5,1,0.119096509,0.173076923,FALSE
P35367,7DFL,A,225,34,1,0.46201232,0.109375,FALSE
P35367,7DFL,C,236,39,1,0.484599589,0.268292683,FALSE
Q9HBX9,2JM4,A,44,250,1,0.058124174,0.954545455,FALSE
Q9HBX9,2M7P,A,43,169,1,0.05680317,0.651162791,FALSE
Q9HBX9,7TMW,R,499,1400.5,1,0.659180978,0.854545455,FALSE
Q9HBX9,7TMW,B,298,35.5,1,0.393659181,0.217213115,FALSE
Q9HBX9,7TMW,C,7,14,1,0.009247028,0.285714286,FALSE
Q9HBX9,7TMW,N,126,36,1,0.166446499,0.263736264,FALSE
P28335,6BQG,A,380,1432.5,1,0.829694323,0.875739645,TRUE
P28335,6BQH,A,365,1445,1,0.796943231,0.844827586,TRUE
P28335,8DPF,A,266,1278.5,1,0.580786026,0.992481203,FALSE
P28335,8DPF,B,221,59.5,1,0.482532751,0.244565217,FALSE
P28335,8DPF,C,336,35.5,1,0.733624454,0.1414791,FALSE
P28335,8DPF,D,42,25,1,0.091703057,0.166666667,FALSE
P28335,8DPF,E,230,45,1,0.502183406,0.198412698,FALSE
P28335,8DPG,A,266,1278.5,1,0.580786026,0.992481203,FALSE
P28335,8DPG,B,221,59.5,1,0.482532751,0.244565217,FALSE
P28335,8DPG,C,336,35.5,1,0.733624454,0.1414791,FALSE
P28335,8DPG,D,42,25,1,0.091703057,0.166666667,FALSE
P28335,8DPG,E,230,45,1,0.502183406,0.198412698,FALSE
P28335,8DPH,A,267,1271.5,1,0.582969432,0.97752809,FALSE
P28335,8DPH,B,221,59.5,1,0.482532751,0.244565217,FALSE
P28335,8DPH,C,336,35.5,1,0.733624454,0.1414791,FALSE
P28335,8DPH,D,42,25,1,0.091703057,0.166666667,FALSE
P28335,8DPH,E,230,45,1,0.502183406,0.198412698,FALSE
P28335,8DPI,A,266,1271.5,1,0.580786026,0.981203008,FALSE
P28335,8DPI,B,221,59.5,1,0.482532751,0.244565217,FALSE
P28335,8DPI,C,336,35.5,1,0.733624454,0.1414791,FALSE
P28335,8DPI,D,42,25,1,0.091703057,0.166666667,FALSE
P28335,8DPI,E,230,45,1,0.502183406,0.198412698,FALSE
P51681,2L87,A,17,87,1,0.048295455,0.941176471,FALSE
P51681,2MZX,A,10,61,1,0.028409091,1,FALSE
P51681,2RLL,A,9,52,1,0.025568182,1,FALSE
P51681,2RRS,A,18,88,1,0.051136364,1,FALSE
P51681,4MBS,A,376,1459,1,1.068181818,0.886153846,TRUE
P51681,4MBS,B,378,1459,1,1.073863636,0.880733945,TRUE
P51681,5UIW,A,397,1490,1,1.127840909,0.872403561,TRUE
P51681,5UIW,B,76,27,1,0.215909091,0.131578947,FALSE
P51681,5YD3,A,463,35.5,1,1.315340909,0.11969112,FALSE
P51681,5YD3,B,21,45,1,0.059659091,0.380952381,FALSE
P51681,5YD3,C,453,36,1,1.286931818,0.12749004,FALSE
P51681,5YD3,D,19,45,1,0.053977273,0.421052632,FALSE
P51681,5YD3,E,470,36,1,1.335227273,0.131474104,FALSE
P51681,5YD3,F,28,51,1,0.079545455,0.321428571,FALSE
P51681,5YD3,G,366,39.5,1,1.039772727,0.11627907,FALSE
P51681,5YD3,H,7,41,1,0.019886364,1,FALSE
P51681,5YD4,A,467,35.5,1,1.326704545,0.123552124,FALSE
P51681,5YD4,B,20,40,1,0.056818182,0.35,FALSE
P51681,5YD4,C,479,36,1,1.360795455,0.12749004,FALSE
P51681,5YD4,D,21,40,1,0.059659091,0.333333333,FALSE
P51681,5YD4,E,490,36,1,1.392045455,0.131474104,FALSE
P51681,5YD4,F,28,46,1,0.079545455,0.285714286,FALSE
P51681,5YD4,G,363,39.5,1,1.03125,0.11627907,FALSE
P51681,5YD4,H,7,36,1,0.019886364,0.857142857,FALSE
P51681,5YD5,A,433,32,1,1.230113636,0.051282051,FALSE
P51681,5YD5,B,17,37,1,0.048295455,0.411764706,FALSE
P51681,5YD5,C,408,32,1,1.159090909,0.056980057,FALSE
P51681,5YD5,D,16,37,1,0.045454545,0.4375,FALSE
P51681,5YY4,A,496,33.5,1,1.409090909,0.131474104,FALSE
P51681,5YY4,B,17,45,1,0.048295455,0.470588235,FALSE
P51681,6FGP,A,27,138,1,0.076704545,0.962962963,FALSE
P51681,6FGP,B,68,27.5,1,0.193181818,0.140625,FALSE
P51681,6MEO,G,406,48,1,1.153409091,0.20212766,FALSE
P51681,6MEO,A,176,38.5,1,0.5,0.090909091,FALSE
P51681,6MEO,B,314,1637,1,0.892045455,0.996815287,TRUE
P51681,6MEO,C,2,0,0,0,0,FALSE
P51681,6MEO,D,3,0,0,0,0,FALSE
P51681,6MEO,E,5,0,0,0,0,FALSE
P51681,6MEO,F,2,0,0,0,0,FALSE
P51681,6MEO,H,2,0,0,0,0,FALSE
P51681,6MEO,I,2,0,0,0,0,FALSE
P51681,6MEO,J,3,0,0,0,0,FALSE
P51681,6MEO,K,2,0,0,0,0,FALSE
P51681,6MEO,L,2,0,0,0,0,FALSE
P51681,6MET,G,405,48,1,1.150568182,0.20212766,FALSE
P51681,6MET,A,363,41.5,1,1.03125,0.155405405,FALSE
P51681,6MET,B,314,1637,1,0.892045455,0.996815287,TRUE
P51681,6MET,C,2,0,0,0,0,FALSE
P51681,6MET,D,3,0,0,0,0,FALSE
P51681,6MET,E,6,0,0,0,0,FALSE
P51681,6MET,F,2,0,0,0,0,FALSE
P51681,6MET,H,2,0,0,0,0,FALSE
P51681,6MET,I,2,0,0,0,0,FALSE
P51681,6MET,J,3,0,0,0,0,FALSE
P51681,6MET,K,2,0,0,0,0,FALSE
P51681,6MET,L,2,0,0,0,0,FALSE
P51681,7F1Q,R,367,1543,1,1.042613636,0.945686901,TRUE
P51681,7F1Q,A,216,34,1,0.613636364,0.062801932,FALSE
P51681,7F1Q,B,320,35,1,0.909090909,0.109589041,FALSE
