ChEMBL ID,Name,UniProt Accessions,GO Terms,Type,Organism,Class,Target Class,Receptor Family
CHEMBL4029,Interleukin-8 receptor A,P25024,GO:0002407; GO:0004918; GO:0004930; GO:0004950; GO:0005886; GO:0006955; GO:0007166; GO:0007186; GO:0007204; GO:0009897; GO:0016493; GO:0019722; GO:0019957; GO:0019959; GO:0030593; GO:0030667; GO:0031623,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Chemokine receptors
CHEMBL246,Beta-3 adrenergic receptor,P13945,GO:0002024; GO:0002025; GO:0004939; GO:0005886; GO:0005975; GO:0006091; GO:0006112; GO:0007187; GO:0007188; GO:0009409; GO:0015052; GO:0031649; GO:0031699; GO:0040015; GO:0042755; GO:0042803; GO:0043235; GO:0043410; GO:0050873; GO:0051379; GO:0051380; GO:0071880; GO:0120162,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Adrenoceptors
CHEMBL2049,Oxytocin receptor,P30559,GO:0001967; GO:0001975; GO:0001992; GO:0004990; GO:0005000; GO:0005886; GO:0005902; GO:0005912; GO:0006936; GO:0007166; GO:0007186; GO:0007204; GO:0007507; GO:0007565; GO:0007595; GO:0007613; GO:0009410; GO:0010701; GO:0016324; GO:0017046; GO:0021537; GO:0032230; GO:0032355; GO:0032570; GO:0032870; GO:0034059; GO:0034097; GO:0035176; GO:0042220; GO:0042277; GO:0042711; GO:0042713; GO:0042755; GO:0043434; GO:0044849; GO:0045777; GO:0045907; GO:0048565; GO:0051965; GO:0051968; GO:0060137; GO:0060406; GO:0070371; GO:0070474; GO:0120162,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Vasopressin and oxytocin receptors
CHEMBL233,Mu opioid receptor,P35372,GO:0001965; GO:0004930; GO:0004979; GO:0005245; GO:0005768; GO:0005783; GO:0005794; GO:0005886; GO:0007187; GO:0007197; GO:0007200; GO:0007204; GO:0007218; GO:0007600; GO:0008285; GO:0019233; GO:0030424; GO:0030425; GO:0031681; GO:0038003; GO:0038047; GO:0042923; GO:0043005; GO:0043204; GO:0043950; GO:0043951; GO:0045019; GO:0045202; GO:0045429; GO:0048149; GO:0050769; GO:0051481; GO:0061358; GO:0070374; GO:0080135; GO:2000310,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Opioid receptors
CHEMBL3974,Proteinase-activated receptor 1,P25116,GO:0001965; GO:0002248; GO:0003105; GO:0004930; GO:0005102; GO:0005576; GO:0005769; GO:0005770; GO:0005794; GO:0005886; GO:0005901; GO:0006919; GO:0006954; GO:0007186; GO:0007200; GO:0007204; GO:0007205; GO:0007529; GO:0008284; GO:0008285; GO:0009611; GO:0009653; GO:0009986; GO:0015057; GO:0030168; GO:0030193; GO:0030194; GO:0030335; GO:0031094; GO:0031594; GO:0031681; GO:0032496; GO:0032651; GO:0032755; GO:0032757; GO:0032967; GO:0035025; GO:0036145; GO:0043123; GO:0043280; GO:0043410; GO:0043524; GO:0043547; GO:0045211; GO:0045217; GO:0045893; GO:0045907; GO:0045987; GO:0046427; GO:0048167; GO:0048873; GO:0051209; GO:0051281; GO:0051897; GO:0051928; GO:0051930; GO:0060155; GO:0070374; GO:0070493; GO:0099553; GO:1900134,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Proteinase-activated receptors
CHEMBL2434,Interleukin-8 receptor B,P25025,GO:0002407; GO:0004918; GO:0004930; GO:0005654; GO:0005886; GO:0006935; GO:0006954; GO:0006955; GO:0006968; GO:0007165; GO:0007166; GO:0007200; GO:0007204; GO:0008284; GO:0009897; GO:0009986; GO:0015630; GO:0016020; GO:0016493; GO:0016494; GO:0019722; GO:0019957; GO:0019959; GO:0030593; GO:0030667; GO:0031623; GO:0038112; GO:0042119; GO:0042629; GO:0072686,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Chemokine receptors
CHEMBL227,Type-1 angiotensin II receptor,P30556,GO:0001558; GO:0001596; GO:0001822; GO:0002018; GO:0002034; GO:0003081; GO:0004945; GO:0005886; GO:0006954; GO:0007186; GO:0007200; GO:0007204; GO:0007266; GO:0010744; GO:0016020; GO:0019229; GO:0019722; GO:0031711; GO:0032430; GO:0034374; GO:0035813; GO:0038166; GO:0042127; GO:0046718; GO:0046982; GO:0050727; GO:0050729; GO:0051247; GO:0060326; GO:0086097; GO:0097746; GO:1903589; GO:1905920; GO:2000379,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Angiotensin receptors
CHEMBL4123,Neurotensin receptor 1,P30989,GO:0001659; GO:0003085; GO:0003254; GO:0004930; GO:0005783; GO:0005794; GO:0005886; GO:0007186; GO:0007218; GO:0007268; GO:0007612; GO:0008344; GO:0009898; GO:0009986; GO:0010628; GO:0014049; GO:0014054; GO:0016492; GO:0032280; GO:0033993; GO:0042802; GO:0043065; GO:0043066; GO:0043195; GO:0043197; GO:0043198; GO:0043204; GO:0043576; GO:0044877; GO:0045121; GO:0050965; GO:0051280; GO:0051281; GO:0060732; GO:0070779; GO:0071545; GO:0090238; GO:0097151; GO:0098712,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Neurotensin receptors
CHEMBL214,Serotonin 1a (5-HT1a) receptor,P08908,GO:0001662; GO:0004993; GO:0005886; GO:0007186; GO:0007187; GO:0007198; GO:0007210; GO:0007214; GO:0007268; GO:0008284; GO:0014062; GO:0019229; GO:0030425; GO:0030594; GO:0035640; GO:0042053; GO:0042428; GO:0045202; GO:0046883; GO:0050795; GO:0051378; GO:0090722,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),5-Hydroxytryptamine receptors
CHEMBL3473,C-C chemokine receptor type 3,P51677,GO:0001938; GO:0004950; GO:0005737; GO:0005886; GO:0006935; GO:0006954; GO:0006955; GO:0006968; GO:0007155; GO:0007188; GO:0007204; GO:0009897; GO:0016493; GO:0019722; GO:0019957; GO:0045766; GO:0060326,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Chemokine receptors
CHEMBL2056,Dopamine D1 receptor,P21728,GO:0001588; GO:0001659; GO:0001661; GO:0001662; GO:0001932; GO:0001965; GO:0001975; GO:0004930; GO:0004952; GO:0005634; GO:0005789; GO:0005886; GO:0005929; GO:0006606; GO:0007187; GO:0007189; GO:0007190; GO:0007191; GO:0007212; GO:0007416; GO:0007613; GO:0007617; GO:0007625; GO:0007628; GO:0008542; GO:0009410; GO:0014002; GO:0015872; GO:0019226; GO:0019228; GO:0021542; GO:0021756; GO:0021853; GO:0030335; GO:0030432; GO:0032795; GO:0035106; GO:0035240; GO:0035249; GO:0042053; GO:0042311; GO:0042417; GO:0042711; GO:0042734; GO:0043197; GO:0043268; GO:0043410; GO:0045211; GO:0046323; GO:0046959; GO:0046960; GO:0048148; GO:0051281; GO:0051584; GO:0051968; GO:0060134; GO:0060158; GO:0060170; GO:0060291; GO:0060292; GO:0071870; GO:0071880; GO:0097648; GO:0097730; GO:0098978; GO:0098982; GO:0099010; GO:0099171; GO:1990763; GO:2001224,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Dopamine receptors
CHEMBL1855,Gonadotropin-releasing hormone receptor,P30968,GO:0004968; GO:0005886; GO:0007186; GO:0016020; GO:0032274; GO:0032870; GO:0042277,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Gonadotrophin-releasing hormone receptors
CHEMBL213,Beta-1 adrenergic receptor,P08588,GO:0001996; GO:0001997; GO:0002024; GO:0002025; GO:0004939; GO:0004940; GO:0005769; GO:0005886; GO:0009409; GO:0030165; GO:0031649; GO:0031694; GO:0040015; GO:0042596; GO:0043410; GO:0045187; GO:0046982; GO:0050873; GO:0071880; GO:0098685; GO:0098992; GO:0099579; GO:0120162,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Adrenoceptors
CHEMBL211,Muscarinic acetylcholine receptor M2,P08172,GO:0004993; GO:0005886; GO:0006940; GO:0007186; GO:0007187; GO:0007188; GO:0007197; GO:0007207; GO:0007213; GO:0007268; GO:0007399; GO:0008016; GO:0009615; GO:0016020; GO:0016907; GO:0030425; GO:0030669; GO:0032279; GO:0032280; GO:0042734; GO:0043025; GO:0043679; GO:0045202; GO:0045211; GO:0098978; GO:0098981; GO:0099171; GO:1990763,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Acetylcholine receptors (muscarinic)
CHEMBL3559701,Proto-oncogene Mas,P04201,GO:0001595; GO:0001933; GO:0004930; GO:0004945; GO:0005886; GO:0007186; GO:0007283; GO:0008284; GO:0008584; GO:0009410; GO:0009986; GO:0014823; GO:0021766; GO:0034698; GO:0042277; GO:0043123; GO:0045740; GO:0050727; GO:0060732; GO:0070528,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL5409,G-protein coupled bile acid receptor 1,Q8TDU6,GO:0005737; GO:0005886; GO:0007186; GO:0038182; GO:0038184; GO:0043235; GO:0070374; GO:1903413; GO:1904056; GO:2000810,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Bile acid receptors
CHEMBL2384898,N-arachidonyl glycine receptor,Q14330,GO:0002300; GO:0002305; GO:0002689; GO:0004930; GO:0005886; GO:0007186; GO:0007200; GO:0016020; GO:0030659; GO:0032720; GO:0035025,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),"GPR18, GPR55 and GPR119"
CHEMBL3714046,Trace amine-associated receptor 5,O14804,GO:0001594; GO:0004930; GO:0005886; GO:0007165; GO:0007186; GO:0007606; GO:1990081,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,GO:0004993; GO:0005886; GO:0007186; GO:0007187; GO:0007189; GO:0007198; GO:0007268; GO:0021766; GO:0030425; GO:0030594; GO:0032355; GO:0043204; GO:0051378; GO:0099634,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),5-Hydroxytryptamine receptors
CHEMBL4608,Melanocortin receptor 5,P33032,GO:0004977; GO:0005737; GO:0005886; GO:0007187; GO:0007189; GO:0019222; GO:0042562,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Melanocortin receptors
CHEMBL4422,Free fatty acid receptor 1,O14842,GO:0004930; GO:0005886; GO:0007186; GO:0007200; GO:0007204; GO:0008289; GO:0030073; GO:0032024; GO:0032691; GO:0042593; GO:0045125; GO:0051928; GO:0070542; GO:0099105; GO:1990806,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Free fatty acid receptors
CHEMBL4015,C-C chemokine receptor type 2,P41597,GO:0001650; GO:0001974; GO:0002407; GO:0002548; GO:0002724; GO:0002827; GO:0002829; GO:0004950; GO:0005737; GO:0005829; GO:0005886; GO:0006874; GO:0006935; GO:0006954; GO:0006955; GO:0006959; GO:0006968; GO:0007194; GO:0007204; GO:0007259; GO:0009611; GO:0009897; GO:0010574; GO:0010820; GO:0016020; GO:0016493; GO:0016525; GO:0019221; GO:0019233; GO:0019722; GO:0019725; GO:0019957; GO:0030097; GO:0030425; GO:0031727; GO:0032729; GO:0032743; GO:0032760; GO:0035696; GO:0035705; GO:0035715; GO:0035716; GO:0035717; GO:0042802; GO:0043025; GO:0043204; GO:0043310; GO:0045580; GO:0046641; GO:0048471; GO:0048873; GO:0050727; GO:0050729; GO:0050870; GO:0051968; GO:0060326; GO:0061756; GO:0070098; GO:0090026; GO:0090265; GO:0090594; GO:0097350; GO:0120162; GO:1903238; GO:1904783; GO:1905517; GO:1905521; GO:2000412; GO:2000439; GO:2000451; GO:2000464; GO:2000473,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Chemokine receptors
CHEMBL1649052,C-C motif chemokine 2,P13500,GO:0001525; GO:0002548; GO:0004672; GO:0005102; GO:0005576; GO:0005615; GO:0006468; GO:0006935; GO:0006954; GO:0006959; GO:0007010; GO:0007155; GO:0007165; GO:0007166; GO:0007186; GO:0007187; GO:0007259; GO:0008009; GO:0008360; GO:0009617; GO:0009887; GO:0019079; GO:0019221; GO:0019233; GO:0019725; GO:0030335; GO:0031727; GO:0034351; GO:0035684; GO:0043524; GO:0043615; GO:0044344; GO:0048020; GO:0048245; GO:0048246; GO:0050870; GO:0051770; GO:0051968; GO:0061844; GO:0070098; GO:0071222; GO:0071346; GO:0071347; GO:0071356; GO:0090280; GO:1904783; GO:1905563; GO:2000134; GO:2000353; GO:2000427; GO:2000502,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Other
CHEMBL3911,Leukotriene B4 receptor 1,Q15722,GO:0000166; GO:0001632; GO:0004974; GO:0005886; GO:0006936; GO:0006954; GO:0006955; GO:0007186; GO:0007200; GO:0007218; GO:0008528,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Leukotriene receptors
CHEMBL2373,C5a anaphylatoxin chemotactic receptor,P21730,GO:0001774; GO:0002430; GO:0004878; GO:0004930; GO:0005886; GO:0006935; GO:0006954; GO:0006955; GO:0006968; GO:0007165; GO:0007200; GO:0007204; GO:0007606; GO:0010575; GO:0010759; GO:0016323; GO:0030593; GO:0030667; GO:0032494; GO:0038178; GO:0042789; GO:0045177; GO:0045766; GO:0048143; GO:0050679; GO:0050830; GO:0050890; GO:0070374; GO:0090023; GO:0097242; GO:0099172; GO:1902947,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Complement peptide receptors
CHEMBL4792,Orexin receptor 2,O43614,GO:0005886; GO:0007200; GO:0007218; GO:0007268; GO:0007631; GO:0008188; GO:0010840; GO:0016499; GO:0017046; GO:0022410; GO:0032870; GO:0040011; GO:0042277; GO:0045202; GO:0051480,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Orexin receptors
CHEMBL2414,C-C chemokine receptor type 4,P51679,GO:0002507; GO:0004950; GO:0005886; GO:0006935; GO:0006954; GO:0006955; GO:0007204; GO:0009617; GO:0009897; GO:0016493; GO:0019722; GO:0019957; GO:0043025; GO:0048872; GO:0050927; GO:0060326; GO:1904936,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Chemokine receptors
CHEMBL3250,Lysophosphatidic acid receptor Edg-7,Q9UBY5,GO:0004930; GO:0005737; GO:0005886; GO:0007187; GO:0007189; GO:0007204; GO:0007268; GO:0008289; GO:0010467; GO:0019222; GO:0030424; GO:0032060; GO:0043410; GO:0045202; GO:0048668; GO:0048672; GO:0070915,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Lysophospholipid (LPA) receptors
CHEMBL2321627,C-C chemokine receptor-like 2,O00421,GO:0004950; GO:0005737; GO:0005886; GO:0006935; GO:0006954; GO:0006955; GO:0007186; GO:0007204; GO:0009897; GO:0016493; GO:0019722; GO:0019957; GO:0042379; GO:0048020; GO:0060326,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Chemokine receptors
CHEMBL1942,Alpha-2b adrenergic receptor,P18089,GO:0000165; GO:0001525; GO:0003056; GO:0004938; GO:0005829; GO:0005886; GO:0007186; GO:0007267; GO:0007565; GO:0009986; GO:0010700; GO:0030168; GO:0032148; GO:0032811; GO:0035624; GO:0043231; GO:0043410; GO:0045666; GO:0045777; GO:0051379; GO:0070474; GO:0071875; GO:0071880,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Adrenoceptors
CHEMBL3399910,Probable G-protein coupled receptor 88,Q9GZN0,GO:0003774; GO:0004941; GO:0005634; GO:0005737; GO:0005886; GO:0005929; GO:0007186; GO:0007188; GO:0007602; GO:0007626; GO:0008020; GO:0019228; GO:0050885; GO:0060170; GO:0061743; GO:0071482,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL1293267,G-protein coupled receptor 35,Q9HC97,GO:0004930; GO:0005886; GO:0007010; GO:0007186; GO:0007200; GO:0007204; GO:0016494; GO:0035025; GO:0070098; GO:1901386; GO:1904456,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL1945,Melatonin receptor 1A,P48039,GO:0004930; GO:0005886; GO:0007186; GO:0007187; GO:0007193; GO:0007617; GO:0007623; GO:0008502; GO:0042562; GO:0043235; GO:0097159,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Melatonin
CHEMBL4523923,Probable G-protein coupled receptor 27,Q9NS67,GO:0004930; GO:0005886; GO:0007165; GO:0035774; GO:1900738,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL3638324,G-protein coupled receptor 4,P46093,GO:0004930; GO:0005886; GO:0007186; GO:0007189; GO:0007200; GO:0010447; GO:0016525; GO:0030155; GO:0035025; GO:0043114; GO:0050729; GO:0060055; GO:0072144,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL1075162,Uracil nucleotide/cysteinyl leukotriene receptor,Q13304,GO:0002862; GO:0004930; GO:0004950; GO:0005886; GO:0007186; GO:0007200; GO:0033612; GO:0035025; GO:0048709,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL1075315,C-X-C chemokine receptor type 5,P32302,GO:0004930; GO:0005886; GO:0006955; GO:0007186; GO:0007204; GO:0009897; GO:0016493; GO:0016494; GO:0019722; GO:0019957; GO:0030595; GO:0032467; GO:0042113; GO:0048535; GO:0060326,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Chemokine receptors
CHEMBL2010631,C-X-C chemokine receptor type 7,P25106,GO:0001525; GO:0001570; GO:0005044; GO:0005768; GO:0005769; GO:0005886; GO:0005905; GO:0006955; GO:0007155; GO:0007204; GO:0008285; GO:0009897; GO:0009986; GO:0015026; GO:0016493; GO:0016494; GO:0019722; GO:0019957; GO:0019958; GO:0021557; GO:0031623; GO:0043231; GO:0055037; GO:0060326; GO:0070098; GO:0070374; GO:1902230; GO:1905322,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Chemokine receptors
CHEMBL1681611,Prolactin-releasing peptide receptor,P49683,GO:0004930; GO:0004983; GO:0005886; GO:0005929; GO:0007186; GO:0007565; GO:0007631; GO:0008188; GO:0042445; GO:0042923; GO:0043005,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Prolactin-releasing peptide receptors
CHEMBL1628473,Relaxin-3 receptor 2,Q8TDU9,GO:0005886; GO:0007218; GO:0008528; GO:2000253,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Relaxin family peptide receptors
CHEMBL3540,G-protein coupled receptor ChemR23,Q99788,GO:0001501; GO:0002430; GO:0004875; GO:0004930; GO:0004950; GO:0005886; GO:0006935; GO:0006954; GO:0006955; GO:0007186; GO:0007200; GO:0007204; GO:0010759; GO:0016020; GO:0032088; GO:0032695; GO:0038023; GO:0045600; GO:0050848; GO:0097003; GO:0097004; GO:0120162,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Chemerin receptor
CHEMBL4777,Neuropeptide Y receptor type 1,P25929,GO:0001601; GO:0001602; GO:0003151; GO:0004983; GO:0005886; GO:0006006; GO:0007187; GO:0007193; GO:0007626; GO:0007631; GO:0008188; GO:0008217; GO:0019233; GO:0040014; GO:0042923; GO:0043005,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Neuropeptide Y receptors
CHEMBL4523858,Probable G-protein coupled receptor 25,O00155,GO:0004930; GO:0005886; GO:0007186,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL4523878,Opsin-5,Q6U736,GO:0005502; GO:0005737; GO:0005886; GO:0007186; GO:0007601; GO:0007602; GO:0007604; GO:0008020; GO:0043153; GO:0071482; GO:0071492; GO:1990384,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Opsins
CHEMBL3714081,Psychosine receptor,Q8IYL9,GO:0004930; GO:0005886; GO:0006915; GO:0006955; GO:0007186; GO:0007189; GO:0007200; GO:0010447; GO:0035025; GO:0051496; GO:0090630,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL4523879,Probable G-protein coupled receptor 141,Q7Z602,GO:0004930; GO:0005886; GO:0008142,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL4523863,Probable G-protein coupled receptor 32,O75388,GO:0002430; GO:0004875; GO:0004930; GO:0004982; GO:0005886; GO:0006954; GO:0007186; GO:0007200; GO:0007204,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL4523862,Prosaposin receptor GPR37,O15354,GO:0000151; GO:0004930; GO:0005737; GO:0005783; GO:0005789; GO:0005886; GO:0007186; GO:0007193; GO:0007218; GO:0008188; GO:0008528; GO:0009986; GO:0016358; GO:0030165; GO:0030425; GO:0030544; GO:0031072; GO:0031625; GO:0031987; GO:0034614; GO:0036505; GO:0042277; GO:0042416; GO:0042923; GO:0043235; GO:0043410; GO:0045202; GO:0045964,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL4523918,G-protein coupled receptor 61,Q9BZJ8,GO:0004930; GO:0005768; GO:0005886; GO:0007186; GO:0010008; GO:0038035; GO:0043235; GO:1990763,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL4523916,Probable G-protein coupled receptor 63,Q9BZJ6,GO:0004930; GO:0005654; GO:0005829; GO:0005886; GO:0007186; GO:0043235,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL4523919,Opsin-3,Q9H1Y3,GO:0001750; GO:0004930; GO:0005502; GO:0005503; GO:0005737; GO:0005886; GO:0007186; GO:0007602; GO:0008020; GO:0009583; GO:0009637; GO:0009881; GO:0016020; GO:0030216; GO:0042752; GO:0043066; GO:0046326; GO:0048022; GO:0048023; GO:0071482; GO:0071492; GO:1901857,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Opsins
CHEMBL3713916,Ovarian cancer G-protein coupled receptor 1,Q15743,GO:0004930; GO:0005886; GO:0006954; GO:0007186; GO:0030073; GO:0030224; GO:0035774; GO:0036035; GO:0045656; GO:0071467; GO:2001206,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL4523869,G-protein coupled receptor 176,Q14439,GO:0004930; GO:0005886; GO:0007186; GO:0007193; GO:0007268; GO:0045202; GO:0048512,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL4523917,G-protein coupled receptor 62,Q9BZJ7,GO:0004930; GO:0005768; GO:0005886; GO:0007186; GO:0010008; GO:0038035; GO:0042802; GO:0043235; GO:0050850; GO:1990763,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL4523924,Probable G-protein coupled receptor 83,Q9NYM4,GO:0004930; GO:0004983; GO:0005886; GO:0005929; GO:0007186; GO:0007200; GO:0007218; GO:0007631; GO:0008188; GO:0051384; GO:0097730,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL232,Alpha-1b adrenergic receptor,P35368,GO:0004937; GO:0005634; GO:0005737; GO:0005886; GO:0005901; GO:0007186; GO:0007188; GO:0007200; GO:0007204; GO:0007267; GO:0019229; GO:0031965; GO:0035556; GO:0043410; GO:0046982; GO:0055117; GO:0071880; GO:0150099,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Adrenoceptors
CHEMBL4227,Lipoxin A4 receptor,P25090,GO:0001540; GO:0001774; GO:0002430; GO:0002768; GO:0004875; GO:0004930; GO:0004982; GO:0005124; GO:0005737; GO:0005886; GO:0006898; GO:0006935; GO:0006954; GO:0007155; GO:0007166; GO:0007186; GO:0007193; GO:0007200; GO:0007204; GO:0016020; GO:0019722; GO:0032930; GO:0035579; GO:0038023; GO:0038024; GO:0042742; GO:0045089; GO:0048143; GO:0050728; GO:0050766; GO:0050918; GO:0070374; GO:0070821; GO:0090026; GO:0101003; GO:1904646,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Formylpeptide receptors
CHEMBL5968,Lysophosphatidic acid receptor 4,Q99677,GO:0005886; GO:0007200; GO:0016604; GO:0035025; GO:0035727; GO:0043231; GO:0070915,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Lysophospholipid (LPA) receptors
CHEMBL3297639,Probable G-protein coupled receptor 52,Q9Y2T5,GO:0004930; GO:0005886; GO:0007186; GO:0007602; GO:0007626; GO:0008020; GO:0009410; GO:0071482,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL4518,Purinergic receptor P2Y14,Q15391,GO:0005886; GO:0007186; GO:0016020; GO:0045028; GO:0045029,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),P2Y receptors
CHEMBL3562166,Putative P2Y purinoceptor 10,O00398,GO:0004930; GO:0005886; GO:0007200; GO:0035025,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Class A orphans
CHEMBL1785,Endothelin receptor ET-B,P24530,GO:0000122; GO:0001755; GO:0001934; GO:0002001; GO:0002027; GO:0004962; GO:0005886; GO:0006885; GO:0007166; GO:0007194; GO:0007200; GO:0007204; GO:0007399; GO:0007422; GO:0007497; GO:0008284; GO:0010467; GO:0014043; GO:0014070; GO:0014826; GO:0017046; GO:0019722; GO:0019934; GO:0030202; GO:0030318; GO:0031620; GO:0031702; GO:0031965; GO:0032341; GO:0035645; GO:0035810; GO:0035812; GO:0042045; GO:0042310; GO:0042311; GO:0043066; GO:0043123; GO:0048066; GO:0048246; GO:0048265; GO:0048484; GO:0050678; GO:0051248; GO:0060070; GO:0060406; GO:0061028; GO:0070294; GO:0070588; GO:0071222; GO:0071806; GO:0072112; GO:0086100; GO:0097018; GO:0097402; GO:0160093; GO:1904383; GO:1990839,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Endothelin receptors
CHEMBL2001,Purinergic receptor P2Y12,Q9H244,GO:0001609; GO:0001621; GO:0005085; GO:0005886; GO:0006811; GO:0006930; GO:0007186; GO:0007193; GO:0007200; GO:0007599; GO:0009986; GO:0016020; GO:0019722; GO:0021801; GO:0030030; GO:0030032; GO:0030168; GO:0031253; GO:0033626; GO:0033630; GO:0043270; GO:0044298; GO:0045028; GO:0048678; GO:0050920; GO:0050921; GO:0051649; GO:0051897; GO:0070527; GO:0071318; GO:0150063; GO:1900029; GO:1904139; GO:1904141,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),P2Y receptors
CHEMBL4644,Melanocortin receptor 3,P41968,GO:0002027; GO:0004977; GO:0004980; GO:0005737; GO:0005886; GO:0007187; GO:0007189; GO:0007200; GO:0008217; GO:0017046; GO:0019222; GO:0032922; GO:0042309; GO:0042923; GO:0045475; GO:0055078; GO:0060259,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Melanocortin receptors
CHEMBL234,Dopamine D3 receptor,P35462,GO:0001591; GO:0002031; GO:0004930; GO:0005886; GO:0006874; GO:0007186; GO:0007191; GO:0007195; GO:0007611; GO:0007612; GO:0007626; GO:0008542; GO:0009410; GO:0014059; GO:0032467; GO:0032922; GO:0034776; GO:0035176; GO:0042220; GO:0042417; GO:0043266; GO:0043278; GO:0043410; GO:0045202; GO:0045776; GO:0045840; GO:0046717; GO:0048148; GO:0048715; GO:0050482; GO:0050709; GO:0050883; GO:0051481; GO:0051584; GO:0051898; GO:0051967; GO:0060134; GO:0060158; GO:0060161; GO:0071880,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Dopamine receptors
